title,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1984,-5.020793088601159,3.0140219803699364,-9.117259632228398,-3.7800817299487055,1.0921439275461724,-3.1824117651191823,3.5305842179490208,-5.737085721228561,-2.2242437981744825,1.353845203854529,7.66318429453188,7.007074856821424,7.452931326189287,3.8946567092968,0.1566942864159538,2.8426014767781256,4.605916958912805,-4.435526813800151,-3.9137828945101103,3.9761835954634988
1st to Die: A Novel,-0.2949186576476871,6.051425114420633,5.4346830829954245,10.802771210734315,-9.49829315392576,-2.6820224410128954,-0.6072298859246475,2.8385507608579923,-3.8935235035465743,0.7730831480066845,8.093920475231164,1.8768740748354809,1.3147516313150323,7.628164750265922,-1.4930766354956109,-1.8682847660477715,0.8581617202503617,0.6962922765391251,-2.0289469547445504,2.1741278476308272
2nd Chance,0.873855975051599,4.822886379900682,5.9808617969397835,10.039561493448355,-2.206419128212286,-3.9106009973140634,2.649382966723743,-3.44900369389353,11.78004712867963,0.08020256625718618,-2.4129193388698944,3.703628271398758,-5.770387717636004,8.869824364020852,1.5993488124203181,-3.94879098415613,-0.7691358251758226,-1.140995472887141,-4.1239937117693986,4.789136258573228
4 Blondes,0.8101312596793414,-5.181685112472363,-2.2403530617666565,-3.3778988500703515,-0.23044874849271674,-2.5010925737136436,0.2899631186541483,1.7347379193348014,-0.7931627878900364,-1.5836732744700743,-1.1082900556540385,0.5451094476878628,-1.0279691211032165,-1.7048063983864579,-0.19545466976759457,0.9190048552812445,1.4110065569314347,-1.2449484997842748,1.8567240295541239,0.07540440807377927
84 Charing Cross Road,-2.744446007833801,-2.782222770864159,-1.091028852183351,-0.8140199159563196,-2.1899109514259147,7.7025144314080665,0.12686024834124832,-3.21167999138278,-0.7103838293775054,1.9339550908194616,-0.10195881960191518,-5.237183622439948,2.5225842886784995,-1.9703119920831,0.06370421837060841,-2.324329960010807,-0.30231417045049214,-5.299863129187953,-0.3788415606341291,3.3473732775813616
A Bend in the Road,-1.3411402766753202,-0.7138046922367763,0.9377095473388061,5.362772962851519,3.1061811863678863,-1.40613614861442,-2.1699745163736606,7.5831947137661215,3.894221203162026,-0.17143152548749024,0.31689123103307043,2.3713824021372174,1.73317457108003,-0.23126250732873604,-4.068674336846852,1.4628183807867623,0.9976251371073864,2.242290972105397,3.899569443217522,3.952593030048642
A Case of Need,1.4274086604563048,-2.3587951269997607,0.9839372047738837,0.47273009732588833,-0.8768690594857563,4.541519133359772,3.4083969274150148,-1.0870333835631991,-0.31601951469054695,-1.258962279867695,-0.7352897590553994,0.31828435621743273,0.540422309102278,-1.349991792647508,1.206736495901027,-1.8438537051199464,-0.1954306792036708,-0.6626659317794884,1.513527178906593,0.13106155686945178
"A Child Called \It\"": One Child's Courage to Survive""",-0.5768151905254183,0.5061588520891335,-0.1462314301547234,0.294350958386879,-2.359880675842631,-3.8271208871651585,-3.623374051444582,8.08502385870731,-5.579788883423103,2.510332360712146,1.530057940099621,1.2503275863033931,7.451473656197485,-2.24150964522423,4.001564767218007,0.8551538147859095,-2.371897991348609,-0.7765385144880348,-2.8885595302376608,-0.8249681696250486
A Civil Action,0.48007688199311366,-3.79043713135116,-2.04734686877555,-0.5884264702621134,-0.07594930679921166,2.368976117978219,2.1967791732304334,-2.307711586698526,1.0910970781442593,2.7187522852304062,3.371146087133845,-0.31583484319245314,0.1454175951913877,1.5542905464888483,1.7813584013436183,1.4378345682230982,-0.5505862076517476,-0.0955384124402146,0.014553680118571319,-0.652722685070296
A Cry In The Night,2.9094787296262274,-1.6757467775185733,4.973858211263943,-4.372642949916094,-0.2518065179943614,-4.484012493301194,-1.7970677420997028,0.5793450971777909,-5.900524802801426,-0.0450825971759777,2.756253312039545,1.6208684745585806,-1.1969395146283424,0.5667164850028141,2.358033844379747,-0.5319086896278683,-1.312251345673996,-1.0999277857101388,0.1942821623243422,-0.8484906661207422
A Darkness More Than Night,1.4419716949614214,-3.0245349324841926,-1.4478370522779664,0.7578718001629092,0.35013236539061143,4.506569415466928,1.189301425649593,-2.411628633719671,1.9766357900329308,0.4409494964970212,1.4492985428079426,-0.47209225683490513,-2.0493592577687347,0.6045899116814917,0.2359379683115155,-1.7586002352501051,-4.555703262210857,-0.8853023803272927,-3.6562477059007374,0.6215859166720676
A Day Late and a Dollar Short,0.9256186135982662,-4.349620425241248,0.3793005581597544,0.42683451285133894,0.7282617373351239,5.8248312407057306,1.3523851053442315,-0.822839093949929,0.13673234578916607,-0.05350345781137161,0.3715234823856477,-0.1338335699885221,0.14145772453026684,-2.181176089281854,-0.1710693634537352,-0.8339108570021574,0.038104846017662786,1.1553086379273019,-0.14808294016328397,-1.1826222774160553
A Fine Balance,-0.9659940768348776,-4.11628404230318,-0.05276307029289241,-4.872990921875851,-1.76532125790121,-2.6483149587064796,-0.9671971711510484,1.92129841678652,-1.5788055033582549,-4.090923197080295,-1.0377939562522203,0.6591591714553612,0.841238284158024,-1.15079146451056,0.949809619294355,1.8929848723455258,-1.3998113700534698,-0.5144854828310108,-0.30329610929336454,1.9368774307747372
A Great Deliverance,0.4632108338962155,-5.076845321645066,0.8400968198757743,-1.1289867514679397,-3.111788839828181,5.221577062864283,0.6968821724813714,0.32135095495198257,-0.872709014946163,0.811251769163598,-2.511708771460738,-1.7847143440274786,-0.6910731872008598,2.468636760527273,-1.8768053015672832,0.17351960054366894,-4.276975027495026,0.3585394804520528,1.2415274272053447,-0.361053325043145
A Heartbreaking Work of Staggering Genius,-2.523801246828337,-3.5160553127929597,-4.263589783056439,-2.002581364260963,-5.710741588960794,-3.802037638084675,-3.0887027702477416,-3.618044772559569,-2.0825958003004033,4.998347327948283,2.3324316025482683,0.38033958907047055,0.45939872516524194,1.0455461732631024,-1.444202741180589,3.842431600694013,1.5163433474574963,1.635990176066135,3.5714663061044125,-3.2214951557111426
A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),-0.8113624236491398,2.440858497773762,1.0791235248841191,-4.5339560460978845,-18.270015075819668,-3.5427209616445317,-5.341342233788869,-3.567136213006045,-10.233683412373509,5.622156779643358,-4.730847899835638,-5.430830863998986,4.292414939896024,0.8829340589235062,-5.918139746346428,7.461035491361994,-1.1194941206404434,-1.1802259482297817,1.9891929267438833,1.7741761657297266
A Lesson Before Dying (Vintage Contemporaries (Paperback)),-2.4328312338542335,-4.5955558261862555,-1.372677328560508,0.8434648227793349,0.7289899660084517,3.4683625129425604,-1.528584824576892,-0.22343696076188135,-2.1256706069500457,0.6264607837959161,0.38798068959312165,2.996432418779091,-1.3002131419273935,-4.362700306171035,-0.13864913385904157,-2.7837675356754876,1.1028564919868211,1.5536445209385261,-0.40527651660405545,-1.8178625342612291
A Man Named Dave: A Story of Triumph and Forgiveness,0.09999708005244598,-1.2324788071588835,-0.46216798406939774,3.467998719992655,2.047382478432615,5.021403416637695,-0.11735475817585884,4.802735445463434,-1.1756231604486145,2.79952199409158,-0.6624553468121809,1.013770248534444,4.1167072392644855,-1.2900450453152843,1.9444599867723786,-1.5900049245814172,-1.9749418291038328,-0.9439173367791114,-1.0287236094416572,-0.634134529216612
A Man in Full,1.1269756373763276,-3.736398365912004,-1.9603260456771368,-1.1165266873398134,0.6219837208411252,3.4703181549701156,1.7201113842800506,-1.2370094543260626,1.9678380167452512,0.36556470489742765,1.6426713248253,-0.24933344012308795,0.1368698673274869,-0.7495543678809642,0.5031128875976892,-0.9443102552868704,-1.7094684621295209,-0.46695664880088794,0.8293171102330487,-0.177975431777592
A Map of the World,-6.270413119706201,-2.8900656599524717,-1.9095470209706535,4.068868367623153,0.6206744080330482,3.4259433781848183,-2.6432479193399847,1.724594144879653,-2.4773296038084665,-0.9716846570220248,-3.5129757594919857,5.790015850266497,0.06810117190636743,-0.39414406145452674,1.1867798500400097,-2.8934032844162494,1.4687401909644389,1.264581945124479,1.1803691538619263,-1.934147999239925
A Painted House,-8.435179560750496,9.000319929731049,6.454320339583478,11.153176971768785,-3.1167636067105273,-6.140316116880329,5.54385227630249,-2.9952686014006384,0.1927493525204328,5.192934907991075,-8.330400539776132,-5.221597447483148,-5.234816501920505,-9.378472335316394,0.5110146590735508,-3.5778095238185768,2.8245544087369736,13.324147148231935,-2.39848888195097,-3.8099235791969015
A Patchwork Planet,0.42150664894815365,-3.660517779353798,0.06054790525292092,-0.43038791437671314,0.7008147236807326,2.771968695906351,0.1939262522153246,0.18836165185144518,0.15103792157544876,0.37302068128811894,0.07511338788830499,0.16813869213240432,-0.21003423120725168,-2.2014784123899114,0.9337281538349731,-1.1274076919928366,0.6875914741458232,0.15944904811510635,0.39776891395726166,-0.34690569164986956
